collection,contract,tokenId,buyer,seller,price_eth,marketplace,block,timestamp,txhash
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1885,0x6d596fdfd3381ebb5ecd526ebcaec8cc2ba019ff,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,24.95,seaport,18256956,1696178445,0x2a95f9e5ff83f586632807182e9b79dc1e8084e097577d5580a14903f32c01e2
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4626,0x441c5d77fb66c185235844a1036e02b8c425d7e3,0x32c31ef8748c97826693ffb8d2bc97a83c15ad90,29.0,x2y2,18256753,1696175992,0x24e9b2dcbcf36f8be247de9e5808683a0c16554361dc38c9ee9f25c6dae25bc2
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7634,0xb74f8069bbcc605292dbb93e55818690ab5bd00b,0x03773c97c170a90c3d588a3357063630e1bd05e8,28.84,seaport,18254170,1696144781,0xc3a1d204c8dc80cf82a40efc89dac73d9e846660530c9bbf602f7883f62be2c1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6286,0x6de3df9439802c56e47ee5e3722790f82b958440,0x3ccbca9abd30ab90dda4f412de1111c636dfe18e,24.9,seaport,18250611,1696101776,0x3974ba8f83d1f81e09bda3b6d5cd8381c3a57a9a965e5995960cc644638712fd
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9977,0x1ffead999b467249afd2efba336a0b6c820e17ac,0x1ffead999b467249afd2efba336a0b6c820e17ac,23.280465,seaport,18250583,1696101437,0x706ae27723b9f16fc16d9f19774531ab5dddae71b45cbea452c3b3b272235c1f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9977,0x0097b9cfe64455eed479292671a1121f502bc954,0x1ffead999b467249afd2efba336a0b6c820e17ac,24.474335,seaport,18250583,1696101437,0x706ae27723b9f16fc16d9f19774531ab5dddae71b45cbea452c3b3b272235c1f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9882,0xcb415344cd0fc552ce7b48ee9375991ff5865895,0xeb4a487c89cf7fe5aad5a975e8c576a6e9ab68bc,29.0,x2y2,18247020,1696058384,0xcbef6e186fbe7fcad9ceb85db896ba4c75edf8f9e09d65393deb101f68249cc4
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8131,0x1c3912f103563ee38fb827bf03641f4ec6d52e2a,0x33240aa1f6a7b558429cf34f7d88a2834ce8c89f,34.0,x2y2,18242137,1695999381,0x04f6a8a7d87f4b873abb0a47d5b010a8285997ed63988b9a8ef99520ac6415d2
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9164,0xd98673532035b029d4a3a0db26481781c5373e6f,0x11f76b3039e26a4a215102a931802ecc2d287ae0,26.2,seaport,18241981,1695997496,0x0f594fd472bd74f6215f344a1f9bdc2d7429e769a4102502a3fff244b8f68bd8
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8311,0xd98673532035b029d4a3a0db26481781c5373e6f,0x5d5335e6bea4b12dcb942cec1da951ae63f2ae64,24.87,seaport,18241711,1695994233,0xe157ed60be309a79b33966baa0655a50591012b56ebebbec08fcc95f251f18be
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2825,0x0ccfaac13324f34d59d63a7578fe3ac3c5734726,0x0ccfaac13324f34d59d63a7578fe3ac3c5734726,22.75858,seaport,18241188,1695987914,0xdcaf9f329c8c64d2f41ced6e913bc5e21eea56fc76d8f9e2af6eae4193fe2d98
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2825,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x0ccfaac13324f34d59d63a7578fe3ac3c5734726,25.15422,seaport,18241188,1695987914,0xdcaf9f329c8c64d2f41ced6e913bc5e21eea56fc76d8f9e2af6eae4193fe2d98
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1249,0x73f6c11c88fd8b80fa3acc73fe4fd96bd7df4046,0x73f6c11c88fd8b80fa3acc73fe4fd96bd7df4046,24.375,seaport,18236362,1695929599,0x31280496db6b4267e154234d299ee55ec566625f285682a6bb6ab070a5ec4c79
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1249,0xf1ab92d8a30e5a58bb88d585797af0694e267682,0x73f6c11c88fd8b80fa3acc73fe4fd96bd7df4046,25.625,seaport,18236362,1695929599,0x31280496db6b4267e154234d299ee55ec566625f285682a6bb6ab070a5ec4c79
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2010,0x5eca53f6aa3910628d7e8b30c0e35adff6cc0b9c,0x002b05d19cb34a3336e9095c1de60248a12970dd,24.5,seaport,18228791,1695838115,0x8c5eb47b4cf85709b53b23d73f18e9d6e99d848eb0a4c00782438ef91913442f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7131,0x4341f1bdd076760013ffc1aeff9fcf1c2c815fab,0xbe2d830cbd4628b06de78b4ee660e1385a9152a6,24.3,seaport,18228270,1695831820,0xaace51915420f666dd590f57127340f3d223df68d27acd2bad3a93d8f8b8e7d0
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2010,0x002b05d19cb34a3336e9095c1de60248a12970dd,0x47147c03b34e177020905afe309b77636ecac256,1.5,seaport,18226456,1695809900,0x7cb1e509ba2ecba5b800106d44eca11c79ac6dc43eb84f636f1a03cea2db5a5d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5698,0x3e9bc6492429bcc2367d3271dce1a941551aa7c4,0x2ff9d7c0b98e0dec39bf15568fe0864967583c44,24.5,seaport,18220155,1695733763,0x1bf29fb0d744fa08de2505a5621b9757912414f4a0232a4dd36d8e006b9dc598
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,591,0x7070c563ca28a43fb25417719a5e5268b91d42c5,0x4341f1bdd076760013ffc1aeff9fcf1c2c815fab,112.0,seaport,18216832,1695693480,0xbf39b38577e5d32d3369d0c0fd261fe7291d4a3f24a8895b1b6f6c8c2b0c2c8f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6190,0xd13c1ba642d0c3b159df53204fb9e8ff892c5ca8,0x2e7573445b46a305f6b80f86ba56e788b2db7e68,24.15,seaport,18216584,1695690474,0x4e7fc7541d1f82efa9279107fe06dbc911af4bbb524a63dc25338e51c2242a54
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,286,0xfdff5e5d5bc0bc3d4fc9c78519cc4fb91e2faa51,0xfdff5e5d5bc0bc3d4fc9c78519cc4fb91e2faa51,27.3,seaport,18214896,1695670012,0x35c01909c8aeeb668478a23e474d55f3dc08bd9dbae27d234136c7f822ea3be1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,286,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,0xfdff5e5d5bc0bc3d4fc9c78519cc4fb91e2faa51,28.7,seaport,18214896,1695670012,0x35c01909c8aeeb668478a23e474d55f3dc08bd9dbae27d234136c7f822ea3be1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1935,0x3bbae7f496f8058f9b3580073af7ba4a78e74879,0x9ad85d7c0f7eff3d0718c3a3a032557558f7048b,33.0,x2y2,18214503,1695665248,0x270a5a848e1cd12217a6d5dc33d71e0cfbb56dd41fb2239b1c11523e5ccea08e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,855,0x7fb6123f947dff6bd83f2f7a05fa35367abb7ced,0x99d73d76f0058f4ae24882a49a0a9ea0f5a41268,27.5,seaport,18214100,1695660362,0x76a5f5328fcc1a1deae12d90ec9bf757d5fffb2dae4badc5ba3911d55b415a67
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4747,0xdc82142e5fa1ad18bee3f351d0c820db63ca5a91,0xdc82142e5fa1ad18bee3f351d0c820db63ca5a91,22.434345,seaport,18212271,1695638191,0x5845f8fc741ebe1e53a44c5a8478cb44a99b49e3e8e16c0b3a123c864c191f06
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4747,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0xdc82142e5fa1ad18bee3f351d0c820db63ca5a91,24.795855,seaport,18212271,1695638191,0x5845f8fc741ebe1e53a44c5a8478cb44a99b49e3e8e16c0b3a123c864c191f06
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5922,0x3cc1f300facc0909a7c147de078c9d36a0edfc7c,0xcb415344cd0fc552ce7b48ee9375991ff5865895,28.5,seaport,18208518,1695592696,0xde3ea399d9ad37557610ced6283f5f7f645d82ec06ce761c1f77032ef4f136e7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2118,0xf1cd08e18d28368727d453a8d51dc5b78281a49b,0x47147c03b34e177020905afe309b77636ecac256,34.0,seaport,18207507,1695580440,0x54d5ba1b37d18f48f41abc2581392b8611eb700428df558e1b5bc2bd59ef232a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6692,0xf716a39f298538b3a5ffce4439f3cc562b96cb3a,0xf716a39f298538b3a5ffce4439f3cc562b96cb3a,22.417625,seaport,18205576,1695557032,0x255b9f803e58105eb8cc2a32301bf4371273187e6516e40edc282be6268d4ce1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6692,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0xf716a39f298538b3a5ffce4439f3cc562b96cb3a,24.777375,seaport,18205576,1695557032,0x255b9f803e58105eb8cc2a32301bf4371273187e6516e40edc282be6268d4ce1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5163,0xc4d469c1419bd07d7223ab4ecedbfa639bb87233,0xd5a1f54aff17d90560cd3c5e78f8dea1837ea379,28.0,x2y2,18199962,1695488978,0xbba5cb1b7962bd191285253e0f80ebb08d97f23988b12ff41c1b7e60a381c9e7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3963,0xc4d469c1419bd07d7223ab4ecedbfa639bb87233,0x5a7e3cbdf597f75c52c7f976ba99cabf83678333,4.7,seaport,18198927,1695476431,0x0e8d0f1ca0c91007a30efc3d4f86918a52d14171df0e0eca85c6c28ef4f4f96c
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9458,0x72fad4173180f58e0d2c964f160d383cd454ff79,0x2a39604312f4b0e26fea7d2422c09f62c063db98,25.8,seaport,18194632,1695424366,0xe012cf0ad93d12384f9f875254b065f77e9d7ebb8c0d52e4b7e0c4b4ef493a80
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2796,0x50f2242cda7df1cc0430c6f50ee8e8d71c3c3614,0x50f2242cda7df1cc0430c6f50ee8e8d71c3c3614,22.5381,seaport,18192124,1695393964,0x642452dafeda749e8c54e99aea0583daf1e436a939d115a9908ccb7c33569b0f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2796,0x41af51792cdcfab9bdc0239f1d1c274e0b2682ae,0x50f2242cda7df1cc0430c6f50ee8e8d71c3c3614,23.6939,seaport,18192124,1695393964,0x642452dafeda749e8c54e99aea0583daf1e436a939d115a9908ccb7c33569b0f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2561,0x13c843f1f9ddd893c27f3708b179385ec31531e1,0xcb415344cd0fc552ce7b48ee9375991ff5865895,25.0,seaport,18186989,1695331716,0x53f42e6d3a636dda211739d35f97b0d14537e61b5567dd264848fe62dd2d0e27
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1055,0xeaeadb164488244632a4aeb65c6bc0e026d607ca,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,25.39,seaport,18183895,1695294210,0x03f1381a62703fd7bbb74899d495e30054ab0b4b5e7147b8c9ec62b1074c7748
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5922,0xcb415344cd0fc552ce7b48ee9375991ff5865895,0xd64e1f3a2df4c153f26e7cb79e42673df385d239,26.15,x2y2,18179932,1695246169,0x07ab4726ea57ac6d1828536b044ee1c14a011ccd67c7b223f640478eda7cdfb4
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6365,0xc743bc192227614677482874b6ba4513996f9570,0x242b126b5218636c2fa64e2dfe7f42bb22d42ae9,33.0,seaport,18178076,1695223670,0x20d7552eb3f6a568e943019bbb31204d49bf31fbc1a5bf51c6b40ff2b3780197
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9681,0x3989549d3d35f78b043ebcce4bb253adc0f1c35d,0xcb415344cd0fc552ce7b48ee9375991ff5865895,28.5,x2y2,18176280,1695201899,0x5f1732ac280eb131903974dc22494abe50cbc655bb5943df32facff4d3f41b32
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,429,0x1c3912f103563ee38fb827bf03641f4ec6d52e2a,0x3989549d3d35f78b043ebcce4bb253adc0f1c35d,27.3,x2y2,18176236,1695201365,0xf8c3d3f4b0f11feb8c9ea2409f1595ce65b8d786f5fd075b5f9bfb2c67037f1d
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9244,0x4ec2979f40f41c798b3783a9837ef0f67bc854b5,0x86b4d38e451c707e4914ffceab9479e3a8685f98,25.06,seaport,18169002,1695113673,0x3a09b5d714e1da8388a3988bcb8a6ce4e64e2caf5b32ab9100b1256478975e97
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3149,0x5e765c50311fcab251f60f13121a974a40010d43,0x550e970e31a45b06df01a00b1c89a478d4d5e00a,135.0,seaport,18166017,1695077488,0xf3978ff91adb738f3ae93a18b0e21ab6b701f84869bd9801162e1014ac978523
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7623,0x002b05d19cb34a3336e9095c1de60248a12970dd,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,2.0,seaport,18161539,1695023205,0x15633a4689037d903db70b8fc781b17b7c4026f4f6a975afccb5ebae5e1d7b53
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3238,0x72f3151630707826cac379f561b1bb42dd73ae99,0x72f3151630707826cac379f561b1bb42dd73ae99,22.756775,seaport,18157576,1694975164,0xb07803361a6fb04fd7759e7405c76fdcd8c40c58e7d0c2171010c3f3ece5217f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3238,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x72f3151630707826cac379f561b1bb42dd73ae99,25.152225,seaport,18157576,1694975164,0xb07803361a6fb04fd7759e7405c76fdcd8c40c58e7d0c2171010c3f3ece5217f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5692,0xc67f4387b22debb0252f1c462e772ba01cec210e,0x3989549d3d35f78b043ebcce4bb253adc0f1c35d,0.0,seaport,18156481,1694961890,0xd9245466c102ad0a0602c93c30da1c6257f3297a8acb07525c77b95ceb02e9f1
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6838,0x13c843f1f9ddd893c27f3708b179385ec31531e1,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,27.45,seaport,18154179,1694933985,0xb33c6a602a430279f0ddbffb2fc0361196fed527c669cabca4dfc802d7d84f7a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9899,0xe7866592a63bd5bb4b4ecfdca2a797e4a8f63ece,0xb51f56dbec3505e00f53015d4aa077469c2a2a31,24.0,x2y2,18142884,1694797064,0x2947cf675a54910e2037e8b33b6f70001251b5daea512e67a6d864c199b75c2a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9675,0x2106f1816d50014b628c81b8c8b1845a64ca9390,0x823558f3ed47d0b24d1d85dc62f417769bdffbce,24.25,seaport,18139093,1694751109,0x6c9f3e8987941b01c4f3dcad5ebdf1cdb35ce5d7fca722049d7d52157d017ea8
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7244,0x7070c563ca28a43fb25417719a5e5268b91d42c5,0x17ef2b6ff281dbb79847c9cbb2ce62572abb24c8,39.0,x2y2,18137842,1694735944,0xa720df02b45c27edf72ef0da5c88c83f8fd097a355e21f9d2076f23fa7781952
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6531,0xcb415344cd0fc552ce7b48ee9375991ff5865895,0x2e7573445b46a305f6b80f86ba56e788b2db7e68,27.5,x2y2,18133524,1694683600,0xbb8983bbbd1adfbe762b3c0cff6a9de2dc3373c5f52b617a5fa8a6fc0d86452b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1641,0x90ee4f34956585f67e2ed423e32936661116b2ba,0x60d1cca5926d2e3c4125da8e0554a9ecd3c3fbeb,25.02,seaport,18133450,1694682703,0xd230423d5afc6dc4910b9b757d884d6c90127d9c25f8af02e8db812cf06abac7
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2213,0x3989549d3d35f78b043ebcce4bb253adc0f1c35d,0x320a9b1e1e3452412aa2da5f3967aea06d0dd1f6,26.1,seaport,18124389,1694572863,0x16524b5ce5eddfcc617c2f1251a1e33eb2fd4955610603f9a38720e9f2fe5910
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7803,0x3f4c3a0c3ce8a29d32381c2c9b237631afbaf414,0x3f4c3a0c3ce8a29d32381c2c9b237631afbaf414,30.3225,seaport,18120689,1694528011,0x3b32f6cea0bf2dd4953b8c94f298b47bb28ae955a5bcfbbf216f087f660bcf87
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7803,0x1bb35a7c55e90188e3cf31034c80a884c1edd922,0x3f4c3a0c3ce8a29d32381c2c9b237631afbaf414,31.8775,seaport,18120689,1694528011,0x3b32f6cea0bf2dd4953b8c94f298b47bb28ae955a5bcfbbf216f087f660bcf87
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9057,0x29629f8b5e8b95c13807f837196b82c38f417d47,0x29629f8b5e8b95c13807f837196b82c38f417d47,27.5535,seaport,18120564,1694526496,0x26cbb2aadf80baf0c022fcb1192fc7ca1da5f7b75dcaf38f5ae4fbc510223408
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9057,0x86b4d38e451c707e4914ffceab9479e3a8685f98,0x29629f8b5e8b95c13807f837196b82c38f417d47,28.9665,seaport,18120564,1694526496,0x26cbb2aadf80baf0c022fcb1192fc7ca1da5f7b75dcaf38f5ae4fbc510223408
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6718,0xcd05dba1d061e1875662a1ba8e83525cfff89c05,0x5f253cf9646fef6a5fa8803f6a27ed871c63dba5,31.0,seaport,18119150,1694509355,0x0afd0ef03b860e06fe94fc5b7556e1afe4e83a35fef66e221579e8a457700435
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5819,0xfd845e07717b0329d3f19fc920c97fba0bc4ee31,0xfd845e07717b0329d3f19fc920c97fba0bc4ee31,54.725,seaport,18117286,1694486759,0xab24b804d3c4dc035be5df34d4045257f88ff8b9e65f637967695da2ce5f9c6a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5819,0x63c9c98c84fae150f0649560b94bacd42c467654,0xfd845e07717b0329d3f19fc920c97fba0bc4ee31,55.275,seaport,18117286,1694486759,0xab24b804d3c4dc035be5df34d4045257f88ff8b9e65f637967695da2ce5f9c6a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5723,0x97b805eba82a4788deca24c24f58c2283179ba29,0x97b805eba82a4788deca24c24f58c2283179ba29,24.375,seaport,18114754,1694456065,0xb38dd291637aaa4cbe595bb61188d7399ee29dc162ff0dba6decd9e72a9dffa5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,5723,0x0097b9cfe64455eed479292671a1121f502bc954,0x97b805eba82a4788deca24c24f58c2283179ba29,25.625,seaport,18114754,1694456065,0xb38dd291637aaa4cbe595bb61188d7399ee29dc162ff0dba6decd9e72a9dffa5
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,72,0xc4d732980b0d51fcdf58eb3bfc19cec1de79f660,0xfde4eb36beee2484480712a8a790b3eb3c240d4b,33.33,seaport,18109969,1694398060,0x3c940674f6d33ce628bd0d547591cfac98c17e87f53ab9faae34194dbf65be86
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6838,0x1c3df1f4cb5e551dc6eff0f61595958907af326b,0x1c3df1f4cb5e551dc6eff0f61595958907af326b,24.90102,seaport,18105768,1694347135,0x5b22c90530d5efed97d7603246eca8e4bcad621cd5c88b4892043d6ec0bfad8e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6838,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,0x1c3df1f4cb5e551dc6eff0f61595958907af326b,27.52218,seaport,18105768,1694347135,0x5b22c90530d5efed97d7603246eca8e4bcad621cd5c88b4892043d6ec0bfad8e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9882,0xeb4a487c89cf7fe5aad5a975e8c576a6e9ab68bc,0x22154ec3f542483b2c35d67cb5e75a905338c259,37.0,x2y2,18093918,1694203486,0x7f67f41840603ade487d652f555835d46788854799e32f5392442c0aeb39474b
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7171,0x1544d2de126e3a4b194cfad2a5c6966b3460ebe3,0x1544d2de126e3a4b194cfad2a5c6966b3460ebe3,26.077642,seaport,18088496,1694137759,0xc912594a7d6e0a0b4af101a41f28afa2efb47e68467b6f04a2636b5e434f5733
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7171,0x0097b9cfe64455eed479292671a1121f502bc954,0x1544d2de126e3a4b194cfad2a5c6966b3460ebe3,27.414957,seaport,18088496,1694137759,0xc912594a7d6e0a0b4af101a41f28afa2efb47e68467b6f04a2636b5e434f5733
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8385,0x1544d2de126e3a4b194cfad2a5c6966b3460ebe3,0x1544d2de126e3a4b194cfad2a5c6966b3460ebe3,26.325,seaport,18088490,1694137687,0x8c506ac13384c391fd1a3fda6f3da507f99aa547c58b7fd26d8c267988dc10fc
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8385,0xd9d7046933bd3d0a3e869959ef95e4c41522c1bf,0x1544d2de126e3a4b194cfad2a5c6966b3460ebe3,27.675,seaport,18088490,1694137687,0x8c506ac13384c391fd1a3fda6f3da507f99aa547c58b7fd26d8c267988dc10fc
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4109,0x6d596fdfd3381ebb5ecd526ebcaec8cc2ba019ff,0x6b88ee85a06bfe2d378a87c22551bef39f7d889b,29.2907,seaport,18082851,1694069329,0xcf6a0619aac411bc29c232b68af415b5a518b7830d715c584d59f3f841f9b211
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1064,0x5fcb06838f7ac00d8ee2d278f91bf8c3316ca223,0x95921da9f69d177c1c4421ff3b70446883c538b8,29.79,seaport,18078235,1694013373,0x8b4ef17bcaf06a0c29e014af0655b0b75321e2ae7e0bc3cb69415749ed214073
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,734,0x5f9aaacd65ab18dccab83703b3cbf0a983d91132,0x07557f6138ed55485d82d64eea175043e4f2bbb4,27.9,seaport,18075132,1693975758,0x8683f1e9d36f1b6d40190c089749d5b21dbefcb912b06de32d6d7f95c789e4df
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2002,0x2d13c884c4c418664abb1b4a7f491dd89247e42e,0xcb415344cd0fc552ce7b48ee9375991ff5865895,39.0,x2y2,18074845,1693972278,0x74f448757def7b274b1241c5f5dd790f186e328c7409348b96355e4c3066b49a
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6153,0x6d0267156f1c6ce44caa4bf129b76009d3d41830,0x1e30f1bf8559090ab5a6b219efd98f8c275b2715,31.5,x2y2,18071933,1693936979,0x9d842be0299521283dbbcafa9abb26778bd4425ef299e6e2549a43011ad917ed
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2273,0x26fcbd3afebbe28d0a8684f790c48368d21665b5,0x26fcbd3afebbe28d0a8684f790c48368d21665b5,27.7485,seaport,18070790,1693923153,0xf881c7b20946e06f6f29a566be5b962939a7e5900a4d492c52e56883d6032e50
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2273,0x86b4d38e451c707e4914ffceab9479e3a8685f98,0x26fcbd3afebbe28d0a8684f790c48368d21665b5,29.1715,seaport,18070790,1693923153,0xf881c7b20946e06f6f29a566be5b962939a7e5900a4d492c52e56883d6032e50
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8970,0xd27b7c6bd93f604bcd3497565f023652c2d13ce0,0xb51f56dbec3505e00f53015d4aa077469c2a2a31,29.95,seaport,18068761,1693898612,0xfdc14b99d717263607f8713740f9ab85b4203a65feede1b854dc95a87c74fd6f
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,734,0x07557f6138ed55485d82d64eea175043e4f2bbb4,0x90ee4f34956585f67e2ed423e32936661116b2ba,2.75,seaport,18068331,1693893411,0x4b65464b9fa9a881e37e84cb7b992b584f41f079e848255812a326b9ee292b5e
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,2692,0x04331bfe69b1f06bd47a179bcacf4c55ea9c31a8,0x6d5990109a284841177ec0c4ff1df6046c28aac7,39.5,seaport,18067724,1693886069,0x47be74181881ad4c54ce415f36ffa747bc8d8417d8492c3a3b74cf6b873535b3
BoredApeYachtClub,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6584,0x13ca2cf84365bd2daffd4a7e364ea11388607c37,0x47a9f89b1587db59a9aa53a93e9eae5915e8b36f,31.99,seaport,18065422,1693858225,0x8ea49e2eceb02c44a5745b6ed077fd80fae267f90a005124534f7783549861d4
